name	xcoord	ycoord	start	end	service
0	0	0	0	2000	0
1	85	-77	1579	1711	24
2	54	31	519	549	4
3	-12	-72	1690	1912	11
4	-75	38	762	843	23
5	19	5	139	254	19
6	-17	9	451	638	5
7	-2	-36	1914	2032	16
8	86	-56	461	582	1
9	-69	9	449	593	16
10	-42	-10	1351	1543	8
11	32	7	742	772	23
12	-85	-90	1949	2085	3
13	-95	96	977	1164	18
14	-26	53	1933	1958	0
15	47	-66	1517	1695	3
16	7	70	1809	1951	15
17	-90	-87	490	664	4
18	-36	-100	1700	1761	5
19	25	-89	458	529	17
20	62	-16	248	407	17
21	-39	63	1553	1636	12
22	15	50	1381	1513	5
23	-13	-13	43	75	12
24	22	71	704	846	14
25	-90	12	11	46	10
26	48	-9	1794	2008	18
27	-74	66	1814	1997	1
28	11	26	288	450	16
29	-93	10	1899	1984	21
30	-77	-8	1536	1742	14
31	18	-9	1963	2111	20
32	-16	56	700	875	9
33	-97	-76	1062	1122	21
34	-14	-34	1327	1486	19
35	-73	-63	881	912	18
36	30	-48	753	933	14
37	-58	-35	1096	1296	11
38	-52	17	1413	1570	23
39	75	-84	412	467	4
40	51	-86	1682	1786	20
41	-74	-21	520	621	11
42	24	-3	1721	1832	17
43	29	1	1404	1579	16
44	11	30	1126	1350	1
