name	xcoord	ycoord	start	end	service
0	0	0	0	2000	0
1	-34	26	845	982	1
2	-88	-71	911	1122	7
3	-59	82	1100	1234	7
4	-85	16	1421	1513	8
5	-59	80	1498	1564	11
6	-48	73	1318	1512	15
7	-41	43	110	240	21
8	-56	51	1094	1139	24
9	13	37	624	714	18
10	-36	-82	1807	1878	2
11	-75	31	1057	1131	18
12	-82	-41	1006	1144	2
13	-72	-99	1004	1190	6
14	-100	33	1883	1979	0
15	72	-67	806	923	6
16	-35	-48	21	219	11
17	7	-49	1577	1728	20
18	-84	61	148	356	16
19	-87	75	1799	1849	0
20	74	76	1910	1965	11
21	33	1	1769	1949	5
22	-6	-30	364	537	15
23	-96	-6	973	1126	1
24	64	94	793	880	13
25	6	46	779	875	3
26	58	12	1418	1601	15
27	-84	-62	1951	2162	14
28	-32	80	704	836	11
29	98	46	911	938	11
30	-71	-75	987	1021	16
31	9	75	664	795	3
32	-73	-1	1391	1550	19
33	-58	84	1778	1816	16
34	65	97	1622	1786	1
