name	xcoord	ycoord	start	end	service
0	0	0	0	2000	0
1	-28	86	1698	1742	11
2	23	-23	1662	1694	12
3	1	25	786	985	12
4	64	56	561	612	1
5	64	-66	937	999	14
6	25	-13	1872	1972	7
7	57	-84	551	605	3
8	-76	-39	1220	1343	9
9	-8	-39	1736	1891	0
10	-31	-69	786	811	8
11	82	-17	1294	1348	17
12	-94	11	1225	1318	21
13	4	-32	1474	1656	4
14	89	-65	1612	1808	22
15	-32	-9	1308	1403	15
16	94	-12	715	862	17
17	-41	73	1787	1851	2
18	-30	68	136	217	11
19	-89	16	109	230	14
20	63	43	1075	1151	24
21	99	-57	1288	1362	14
22	-10	-19	1779	1943	22
23	-69	95	214	261	5
24	-96	-52	557	619	1
25	69	83	452	533	14
26	87	-89	1042	1080	16
27	-76	-94	599	735	15
28	20	83	278	336	2
29	-1	-33	1443	1469	18
30	66	-54	1564	1591	16
31	68	22	585	805	13
32	-65	5	128	275	12
33	-43	56	1067	1093	19
34	-80	85	1324	1524	23
35	-79	-39	792	932	16
36	-94	53	1150	1202	24
37	-70	-52	1941	2092	2
38	66	18	1628	1714	3
39	99	99	13	192	17
40	34	16	530	719	19
41	34	57	881	1069	18
42	-27	-43	302	412	17
43	-87	-49	663	819	14
44	-78	58	1248	1317	8
45	-27	-84	343	428	11
46	-68	63	106	223	23
47	-54	15	1792	1895	6
48	-90	-93	812	1035	0
49	81	-11	291	360	22
