name	xcoord	ycoord	start	end	service
0	0	0	0	2000	0
1	-28	51	1530	1582	3
2	-58	63	1776	1853	7
3	-10	-18	180	230	21
4	-90	67	1770	1887	18
5	-41	-5	1738	1793	23
6	62	-87	831	926	3
7	53	56	994	1185	8
8	-3	63	1692	1813	3
9	30	0	1098	1270	14
10	-33	69	343	443	4
11	-68	63	1689	1723	10
12	-90	9	546	618	16
13	-31	-99	24	65	18
14	50	-51	1336	1389	13
15	36	71	517	675	12
16	9	78	1164	1333	17
17	2	-31	1704	1882	17
18	-99	98	925	1042	1
19	-93	-16	1095	1275	3
20	70	97	1141	1295	4
21	56	76	1803	1955	22
22	-27	47	1060	1185	5
23	17	69	222	297	4
24	-91	92	1806	1985	18
25	-27	89	1762	1891	14
26	-74	4	573	651	20
27	-6	5	1327	1394	7
28	35	39	1505	1615	22
29	11	-67	1382	1433	22
30	62	56	1536	1661	21
31	-18	78	23	154	15
32	-7	53	1988	2100	18
33	69	94	1391	1461	10
34	-40	89	1734	1947	5
35	89	-54	323	368	17
36	-19	-22	1262	1287	0
37	-35	-80	600	762	13
38	15	52	491	551	18
39	-55	40	1978	2157	17
40	-68	-35	649	811	7
41	-3	79	971	1171	12
42	-45	42	1183	1293	15
43	23	-20	534	584	2
44	-55	-24	209	266	16
45	94	70	1458	1651	13
46	-24	-2	741	770	24
47	-61	48	1061	1202	22
48	60	-26	166	252	7
49	-22	-6	398	614	20
